id,category,language,question,answer
206,CATEGORY 5 — HOTEL SERVICES,English,Is room service available?,"Yes, room service is available during selected hours."
207,CATEGORY 5 — HOTEL SERVICES,English,Does the hotel offer laundry services?,"Yes, washing, drying, and ironing services are available."
208,CATEGORY 5 — HOTEL SERVICES,English,Are extra pillows or blankets available?,"Yes, guests may request additional pillows or blankets at any time."
209,CATEGORY 5 — HOTEL SERVICES,English,Is there parking available at the hotel?,"Yes, free on-site parking is available for all guests."
210,CATEGORY 5 — HOTEL SERVICES,English,Does the hotel have a restaurant?,"Yes, the hotel restaurant serves local and international meals."
211,CATEGORY 5 — HOTEL SERVICES,English,Do you provide baby cribs or child beds?,"Yes, baby cribs and child beds can be arranged on request."
212,CATEGORY 5 — HOTEL SERVICES,English,Does the hotel have a swimming pool?,"Yes, the hotel offers an outdoor swimming pool for guests."
213,CATEGORY 5 — HOTEL SERVICES,English,Are towels provided for pool use?,"Yes, towels for the pool are provided at the reception."
214,CATEGORY 5 — HOTEL SERVICES,English,Does the hotel have a gym or fitness center?,"Yes, a fitness center with basic equipment is available."
215,CATEGORY 5 — HOTEL SERVICES,English,Are spa or massage services provided?,"Yes, the hotel has spa treatments and massage services."
216,CATEGORY 5 — HOTEL SERVICES,English,Is breakfast included in the room price?,Some packages include breakfast; please check during booking.
217,CATEGORY 5 — HOTEL SERVICES,English,Can guests request early check-in?,"Yes, early check-in is possible depending on room availability."
218,CATEGORY 5 — HOTEL SERVICES,English,Is there a wake-up call service?,"Yes, wake-up calls can be arranged through the front desk."
219,CATEGORY 5 — HOTEL SERVICES,English,Does the hotel offer tour guidance or travel assistance?,"Yes, staff can help arrange tours and provide travel information."
220,CATEGORY 5 — HOTEL SERVICES,English,Are ironing facilities available?,"Yes, guests can request an iron and ironing board."
221,CATEGORY 5 — HOTEL SERVICES,English,Does the hotel provide daily housekeeping?,"Yes, rooms are cleaned daily by housekeeping."
222,CATEGORY 5 — HOTEL SERVICES,English,Can I store my luggage after check-out?,"Yes, a free luggage storage service is available."
223,CATEGORY 5 — HOTEL SERVICES,English,Does the hotel offer meeting or event spaces?,"Yes, meeting rooms and event halls can be booked."
224,CATEGORY 5 — HOTEL SERVICES,English,Is drinking water provided in the rooms?,"Yes, complimentary bottled water is provided daily."
225,CATEGORY 5 — HOTEL SERVICES,English,Do you provide toiletries in the bathroom?,"Yes, soap, shampoo, towels, and other essentials are available."
226,CATEGORY 5 — HOTEL SERVICES,English,Are hairdryers available?,"Yes, hairdryers are provided in the rooms or available upon request."
227,CATEGORY 5 — HOTEL SERVICES,English,Does the hotel offer special services for honeymoon couples?,"Yes, romantic room setups and decorations can be arranged."
228,CATEGORY 5 — HOTEL SERVICES,English,Is there wheelchair access at the hotel?,"Yes, wheelchair access and assistance can be provided."
229,CATEGORY 5 — HOTEL SERVICES,English,Can I order food from outside restaurants?,"Yes, with prior notice, food deliveries from outside are allowed."
230,CATEGORY 5 — HOTEL SERVICES,English,Are pets allowed in the hotel?,"Most hotels do not allow pets, but some accept small pets on request."
231,CATEGORY 5 — HOTEL SERVICES,English,Does the hotel provide car rental services?,"Yes, car and motorbike rental arrangements can be made."
232,CATEGORY 5 — HOTEL SERVICES,English,Is there a doctor on call?,"Yes, medical assistance and doctor-on-call services are available."
233,CATEGORY 5 — HOTEL SERVICES,English,Can I request a taxi from the hotel?,"Yes, the front desk can arrange taxis anytime."
234,CATEGORY 5 — HOTEL SERVICES,English,Does the hotel have a play area for children?,"Yes, a safe children’s play area is available."
235,CATEGORY 5 — HOTEL SERVICES,English,Are there safety deposit boxes in the rooms?,"Yes, each room includes a secure safe."
236,CATEGORY 5 — HOTEL SERVICES,English,Does the hotel offer laundry detergent for long-stay guests?,"Yes, detergent can be provided upon request."
237,CATEGORY 5 — HOTEL SERVICES,English,Is there a facility to print boarding passes or documents?,"Yes, the front desk can assist with printing."
238,CATEGORY 5 — HOTEL SERVICES,English,Does the hotel provide umbrellas on rainy days?,"Yes, umbrellas are available for guest use."
239,CATEGORY 5 — HOTEL SERVICES,English,Are there multilingual staff available?,"Yes, staff members speak multiple languages to assist guests."
240,CATEGORY 5 — HOTEL SERVICES,English,What should I do if something is not working in the room?,"Inform the front desk, and maintenance staff will fix it promptly."
241,CATEGORY 5 — HOTEL SERVICES,English,Does the hotel provide baby-sitting services?,Some hotels offer babysitting; please ask at the reception.
242,CATEGORY 5 — HOTEL SERVICES,English,Are picnic or packed meals available?,"Yes, the kitchen can prepare packed meals for day trips."
243,CATEGORY 5 — HOTEL SERVICES,English,Does the hotel offer special services for business travelers?,"Yes, Wi-Fi, workspace, and meeting rooms are available."
244,CATEGORY 5 — HOTEL SERVICES,English,Is there a library or reading area?,"Yes, a small reading area with books is available."
245,CATEGORY 5 — HOTEL SERVICES,English,Does the hotel help arrange local experiences or activities?,"Yes, staff can arrange cooking classes, village tours, and cultural visits."
246,CATEGORY 5 — HOTEL SERVICES,English,Are hot drinks like tea or coffee available in the room?,"Yes, a kettle and basic tea and coffee items are provided."
247,CATEGORY 5 — HOTEL SERVICES,English,Does the hotel offer laundry pickup from the room?,"Yes, housekeeping will collect laundry from your room."
248,CATEGORY 5 — HOTEL SERVICES,English,Are emergency services available at night?,"Yes, night staff and security can assist during emergencies."
249,CATEGORY 5 — HOTEL SERVICES,English,Can I get assistance with carrying luggage?,"Yes, staff can help with luggage upon arrival or departure."
250,CATEGORY 5 — HOTEL SERVICES,English,What should I do if I lose my room key?,Report it to the front desk; they will issue a new key for your safety.
251,CATEGORY 6 — SAFETY & EMERGENCY,English,What should I do in case of an emergency at the hotel?,Inform the front desk immediately and follow staff instructions.
252,CATEGORY 6 — SAFETY & EMERGENCY,English,What number should I call for medical emergencies in Sri Lanka?,You can call 1990 for ambulance services.
253,CATEGORY 6 — SAFETY & EMERGENCY,English,How do I report a fire emergency?,Call 110 and alert hotel staff or nearby authorities.
254,CATEGORY 6 — SAFETY & EMERGENCY,English,What are the basic safety rules for tourists?,"Keep valuables secure, avoid isolated areas at night, and follow local advice."
255,CATEGORY 6 — SAFETY & EMERGENCY,English,How can I keep my passport safe?,Store it in a hotel safe and carry only a photocopy when traveling.
256,CATEGORY 6 — SAFETY & EMERGENCY,English,What should I do if I lose my passport?,Contact your embassy immediately and file a report with local police.
257,CATEGORY 6 — SAFETY & EMERGENCY,English,How can I avoid getting sick while traveling?,"Drink clean water, eat fresh food, and wash your hands often."
258,CATEGORY 6 — SAFETY & EMERGENCY,English,What is the emergency number for the police?,You can call 118 or 119 to reach the police.
259,CATEGORY 6 — SAFETY & EMERGENCY,English,What should I do if I feel unsafe in a public place?,Move to a crowded area and seek help from nearby officers or staff.
260,CATEGORY 6 — SAFETY & EMERGENCY,English,How can I protect myself from pickpockets?,"Keep your bag zipped, avoid displaying valuables, and stay alert in crowded places."
261,CATEGORY 6 — SAFETY & EMERGENCY,English,What steps should I take during heavy rain or flooding?,Avoid walking in flooded areas and move to higher ground immediately.
262,CATEGORY 6 — SAFETY & EMERGENCY,English,How do I avoid scams while traveling?,Be cautious of strangers offering deals and verify information before paying.
263,CATEGORY 6 — SAFETY & EMERGENCY,English,What should I do if I lose my belongings?,Report it to the police and inform your hotel or travel guide.
264,CATEGORY 6 — SAFETY & EMERGENCY,English,Is it safe to drink tap water in Sri Lanka?,It is recommended to drink bottled or boiled water.
265,CATEGORY 6 — SAFETY & EMERGENCY,English,How can I avoid mosquito bites?,"Use repellent, wear long sleeves, and stay in rooms with nets or screens."
266,CATEGORY 6 — SAFETY & EMERGENCY,English,What should I do if there is an earthquake or tremor?,"Stay calm, move away from heavy objects, and follow safety instructions."
267,CATEGORY 6 — SAFETY & EMERGENCY,English,Are lifeguards available at beaches?,"Some beaches have lifeguards, but always check safety flags before swimming."
268,CATEGORY 6 — SAFETY & EMERGENCY,English,How do I stay safe when hiking or trekking?,"Follow marked trails, carry water, and inform someone about your route."
269,CATEGORY 6 — SAFETY & EMERGENCY,English,What should I do if a wild animal approaches during a safari?,Stay inside the vehicle and remain quiet until the animal moves away.
270,CATEGORY 6 — SAFETY & EMERGENCY,English,How can I avoid sunburn?,"Use sunscreen, wear a hat, and avoid direct sunlight during peak hours."
271,CATEGORY 6 — SAFETY & EMERGENCY,English,What should I do if I get food poisoning?,Drink plenty of fluids and seek medical help if symptoms worsen.
272,CATEGORY 6 — SAFETY & EMERGENCY,English,Is swimming allowed everywhere?,"No, only swim in areas marked safe by lifeguards or hotel staff."
273,CATEGORY 6 — SAFETY & EMERGENCY,English,How do I handle a minor injury?,"Clean the wound, apply antiseptic, and use a bandage; seek medical help if needed."
274,CATEGORY 6 — SAFETY & EMERGENCY,English,What are the common travel-related illnesses to watch for?,"Food poisoning, dehydration, and mosquito-related illnesses."
275,CATEGORY 6 — SAFETY & EMERGENCY,English,How can I stay safe when traveling alone?,"Avoid isolated places, share your travel plan, and stay connected with others."
276,CATEGORY 6 — SAFETY & EMERGENCY,English,What should I do if I see a suspicious person?,Keep your distance and report it to hotel staff or police.
277,CATEGORY 6 — SAFETY & EMERGENCY,English,Are there emergency medical clinics nearby tourist areas?,"Yes, most major towns have emergency clinics and pharmacies."
278,CATEGORY 6 — SAFETY & EMERGENCY,English,How can I stay hydrated during hot weather?,"Drink plenty of water, avoid alcohol, and rest in shaded areas."
279,CATEGORY 6 — SAFETY & EMERGENCY,English,What should I do in case of a bus or train accident?,"Stay calm, follow emergency instructions, and move to a safe area."
280,CATEGORY 6 — SAFETY & EMERGENCY,English,How do I identify safe swimming beaches?,Look for green flags and lifeguard posts; avoid red-flag areas.
281,CATEGORY 6 — SAFETY & EMERGENCY,English,What should I do if I lose my money?,"Contact your bank, block your cards, and report the loss immediately."
282,CATEGORY 6 — SAFETY & EMERGENCY,English,What is the safest way to travel at night?,"Use registered taxis, avoid dark shortcuts, and stay in busy areas."
283,CATEGORY 6 — SAFETY & EMERGENCY,English,How can I stay safe during festival crowds?,"Keep valuables close, stay with your group, and avoid pushing areas."
284,CATEGORY 6 — SAFETY & EMERGENCY,English,What should I do if my child gets lost?,Inform security immediately and stay in the last known location.
